id,AoA_Bird_Lem,AoA_Bristol_Lem,AoA_Cort_Lem,AoA_Kup,AoA_Kup_Lem,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprPerProPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprProperNounsPerNoun,DISC_globalArgumentOverlapCount,DISC_globalContentWordOverlapCount,DISC_globalNounOverlapCount,DISC_globalStemOverlapCount,DISC_localArgumentOverlapCount,DISC_localContentWordOverlapCount,DISC_localNounOverlapCount,DISC_localStemOverlapCount,MRCAoA,MRCColMeaningfulness,MRCConcreteness,MRCFamiliarity,MRCImageability,MRCPavioMeaningfulness,POS_adjVar,POS_advVar,POS_correctedVV1,POS_modVar,POS_nounVar,POS_numAdjectives,POS_numAdverbs,POS_numConjunct,POS_numDeterminers,POS_numFunctionWords,POS_numLexicals,POS_numModals,POS_numNouns,POS_numPerPronouns,POS_numPrepositions,POS_numPronouns,POS_numProperNouns,POS_numVerbs,POS_numVerbsVB,POS_numVerbsVBD,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_numWhPronouns,POS_squaredVerbVar1,POS_verbVar1,POS_verbVar2,SYN_CNPerClause,SYN_CNPerTunit,SYN_ComplexTunitRatio,SYN_CoordPerClause,SYN_CoordPerTunit,SYN_DependentClauseRatio,SYN_DependentClausesPerTunit,SYN_MLC,SYN_MLT,SYN_TunitComplexityRatio,SYN_VPPerTunit,SYN_avgParseTreeHeightPerSen,SYN_avgSentenceLength,SYN_numClausesPerSen,SYN_numConjPPerSen,SYN_numNPSize,SYN_numNPsPerSen,SYN_numPPSize,SYN_numPPsPerSen,SYN_numRRCsPerSen,SYN_numSBARsPerSen,SYN_numSentences,SYN_numSubtreesPerSen,SYN_numTunitsPerSen,SYN_numVPSize,SYN_numVPsPerSen,SYN_numWHPsPerSen,TRAD_ARI,TRAD_Coleman,TRAD_FOG,TRAD_FORCAST,TRAD_Flesch,TRAD_Kincaid,TRAD_LIX,TRAD_SMOG,TRAD_numChars,TRAD_numSyll,WN_numHypernyms,WN_numHyponyms,WN_numSenses,Word_BilogTTR,Word_CTTR,Word_MTLD,Word_RTTR,Word_TTR,Word_UberIndex,Word_numWords,numConnectives,numDiscConnectives,numNonDiscConnectives,numCompConnectives,numExpConnectives,numContConnectives,numTempConnectives,PRONOUNS_NOUNS_RATIO_INDEX,AVG_PRONOUNS_PER_SENT_INDEX,AVG_PRONOUNS_PER_WORD_INDEX,AVG_PERSONAL_PRONOUNS_PER_SENT_INDEX,AVG_PERSONAL_PRONOUNS_PER_WORD_INDEX,AVG_POSSESIVE_PRONOUNS_PER_SENT_INDEX,AVG_PESSESIVE_PRONOUNS_PER_WORD_INDEX,AVG_DEFINITE_ARTICLES_PER_SENT_INDEX,AVG_DEFINITE_ARTICLES_PER_WORD_INDEX,PROPER_NAMES_WORD_RATIO_INDEX,WORD_OVERLAP,LEMMA_OVERLAP,NOUN_AND_PRONOUN_OVERLAP_BY_LEMMA,NOUN_AND_PRONOUN_OVERLAP_BY_ORTH,S_2_S,S_2_O,S_2_N,O_2_S,O_2_O,O_2_N,N_2_S,N_2_O,PROPORTION_INDEF_NP_REFCHAIN,PROPORTION_DEF_NP_REFCHAIN,PROPORTION_PERSONAL_PRONOUNS_REFCHAIN,PROPORTION_DEMONSTRATIVE_DETERMINERS_REFCHAIN,PROPORTION_REFLEXIVE_PRONOUNS_REFCHAIN,PROPORTION_PROPER_NOUNS_REFCHAIN,AVG_LEN_REFCHAIN
Ele-Txt-Cigarettes-ele,4.04,1.17,2.83,4.13,5.6,1.26,0.06,0.02,0.52,0.04,0,0.08,0.56,0.02,0.23,4.69,22,3.6,5.13,0.56,2,0.3,0.6,0.31,2.2,1.89,4.3,2.12,0.19,0.14,0.07,7.99,0.21,0.49,0.09,0.04,0.03,0.08,0.38,0.66,0.03,0.32,0.02,0.14,0.03,0.07,0.19,0.06,0.03,0.01,0.02,0.04,0.01,0,127.84,1.7,0.25,2.18,1.68,0.39,0.2,0.15,0.45,0.34,9.96,7.65,0.76,1.63,12.65,22.95,2.3,0,1.78,5.78,2,2.34,0,1.08,23,67.56,3,2.23,4.91,0.26,12.27,12.09,14.63,17.56,66.72,9.01,47.25,13.51,4.99,1.41,0,0.03,5.49,0.85,6.61,9.02,9.35,0.4,43.74,528,1.43,0.52,0.91,0.17,0.21,0.13,0,0.081632653,0.52173913,0.02268431,0.52173913,0.02268431,0,0,1.260869565,0.054820416,0.102079395,0.170132325,0.2268431,0.041587902,0.032136106,0.088888889,0.022222222,0.888888889,0.105263158,0,0.894736842,0.71875,0.28125,0.333333333,0.416666667,0.375,0,0,0.166666667,3
Ele-Txt-climate change -ele,4.16,1.28,2.68,3.99,5.4,0.96,0.05,0.01,0.27,0.06,0,0.06,0.34,0.01,0.23,4.58,17.55,3.48,5.2,0.58,1.65,0.37,0.68,0.29,1.99,1.82,3.87,2.07,0.2,0.16,0.11,5.74,0.28,0.48,0.11,0.07,0.05,0.07,0.39,0.68,0.05,0.33,0.01,0.11,0.02,0.07,0.15,0.05,0.01,0.03,0,0.02,0.01,0,65.95,1.26,0.15,1.89,1.44,0.19,0.29,0.22,0.21,0.16,10.54,8.05,0.76,1.4,9.17,20,1.89,0,1.95,4.75,2.03,1.86,0,0.41,29,56.72,2.48,2.28,3.48,0.03,10.75,11.86,12.1,18.05,67.25,8.17,42.4,11.68,4.99,1.44,0,0.01,6.55,0.86,7.13,7.58,10.09,0.41,46.53,580,1.37,0.48,0.89,0.17,0.17,0.06,0.06,0.048484848,0.275862069,0.013769363,0.275862069,0.013769363,0,0,0.965517241,0.048192771,0.12908778,0.149741824,0.197934596,0.04475043,0.022375215,0.041666667,0,0.958333333,0.043478261,0,0.956521739,0.676056338,0.323943662,0.32,0.48,0.32,0,0,0.2,2.777777778
Ele-Txt-Coal to challenge oil-ele,3.72,1.59,3.15,4.63,5.68,1.63,0.08,0.01,0.31,0,0,0.04,0.31,0.01,0.25,6.47,22.42,6.36,6.47,0.73,2.68,0.73,0.73,0.47,2.3,2.34,4.32,2.55,0.26,0.13,0.06,4.85,0.2,0.57,0.08,0.04,0.03,0.11,0.38,0.66,0.03,0.38,0.01,0.14,0.01,0.09,0.14,0.04,0,0.01,0.02,0.01,0.04,0,47.05,1.17,0.17,2.33,1.71,0.26,0.16,0.12,0.3,0.22,11.41,8.38,0.73,1.34,10.36,21.63,1.89,0,2.02,5.31,2.09,2.21,0,0.68,19,61.47,2.57,2.25,3.47,0.1,9.43,9.11,12.2,18.32,81.19,6.74,37.03,11.52,4.49,1.25,0,0.16,6.78,0.86,6.41,7.14,9.07,0.44,45.07,411,1.42,0.63,0.78,0,0.31,0.26,0.05,0.044117647,0.315789474,0.014563107,0.315789474,0.014563107,0,0,1.631578947,0.075242718,0.13592233,0.174757282,0.218446602,0.065533981,0.048543689,0.029411765,0,0.970588235,0.066666667,0.066666667,0.866666667,0.708333333,0.291666667,0.15,1.05,0.15,0,0,0.6,2.5
Ele-Txt-Copyright-ele,3.59,1.41,2.78,4.38,5.69,1,0.04,0.05,1.13,0.65,0.03,0.25,1.78,0.08,0.2,5.39,17,2.86,5.43,0.6,1.52,0.3,0.6,0.38,2.27,2.08,4.26,2.3,0.24,0.09,0.04,7.69,0.14,0.54,0.06,0.03,0.03,0.07,0.38,0.64,0.01,0.34,0.05,0.13,0.09,0.07,0.2,0.03,0.01,0.02,0.01,0.03,0.06,0,118.44,1.39,0.28,1.69,1.61,0.64,0.17,0.16,0.5,0.47,8.87,8.46,0.95,1.67,13.13,23.91,2.69,0,1.75,6.34,2,2.21,0,1.43,23,71.08,2.82,2.23,4.73,0.6,11.51,10.81,14.27,17.79,67.99,8.99,45.84,13.16,4.76,1.38,0,0,6.67,0.88,7.86,8.59,11.12,0.47,53.41,550,1.47,0.34,1.13,0,0.17,0.04,0.13,0.163522013,1.130434783,0.047186933,1.130434783,0.047186933,0,0,1,0.041742287,0.101633394,0.145190563,0.181488203,0.025408348,0.01814882,0.074074074,0.018518519,0.907407407,0.043478261,0.043478261,0.913043478,0.701298701,0.298701299,0.224137931,0.362068966,0.327586207,0,0,0.206896552,3.411764706
Ele-Txt-Crowdfunding-ele,3.88,0.94,2.9,4.11,5.12,0.62,0.03,0.05,0.93,0.31,0.01,0.25,1.25,0.06,0.21,4.4,16.5,2.37,4.43,0.5,1.46,0.28,0.5,0.26,2.53,2.28,4.79,2.54,0.44,0.13,0.06,8.58,0.2,0.47,0.08,0.04,0.04,0.1,0.41,0.62,0.02,0.29,0.05,0.11,0.08,0.06,0.2,0.06,0.03,0.01,0.01,0.02,0.05,0.01,147.26,1.56,0.28,1.9,1.36,0.29,0.2,0.14,0.38,0.27,9.83,7.02,0.71,1.54,10.68,19.96,2.03,0,1.71,5.15,2.03,1.68,0,0.9,32,59.09,2.84,2.21,4.4,0.43,8.05,8.39,12.14,18.07,73.65,7.33,34.82,11.69,4.4,1.36,0,0.09,9.2,0.86,7.66,7.45,10.83,0.42,49.28,639,1.56,0.59,0.96,0.21,0.15,0.15,0.06,0.193548387,0.9375,0.046875,0.9375,0.046875,0,0,0.625,0.03125,0.078125,0.1734375,0.21875,0.0453125,0.0328125,0.125,0.017857143,0.857142857,0.057142857,0.057142857,0.885714286,0.625,0.375,0.178571429,0.214285714,0.410714286,0,0,0.071428571,3.733333333
Ele-Txt-Denmark-ele,4.14,0.79,2.92,3.86,4.76,0.5,0.02,0.07,1.2,0.08,0,0.33,1.29,0.07,0.15,6.44,24.29,3.35,6.58,0.32,1.35,0.08,0.32,0.24,2.55,2.26,4.78,2.61,0.25,0.1,0.11,10.53,0.22,0.39,0.06,0.07,0.05,0.09,0.43,0.63,0.01,0.24,0.07,0.1,0.09,0.03,0.24,0.05,0.05,0.03,0.01,0.05,0.03,0.01,222.14,1.82,0.35,1.12,0.82,0.32,0.12,0.09,0.39,0.28,8.07,5.88,0.72,1.54,11.97,18.52,2.29,0,1.48,4.85,2.04,1.44,0,1.02,34,56.76,3.14,2.19,4.85,0.44,6.89,7.37,9.42,18.96,85.91,5.41,32.72,9.24,4.24,1.22,0,0.01,7.06,0.86,7.35,8,10.39,0.41,47.14,630,1.5,0.79,0.7,0.26,0.2,0.17,0.14,0.305970149,1.205882353,0.064976228,1.205882353,0.064976228,0,0,0.5,0.026941363,0.080824089,0.137876387,0.193343899,0.022187005,0.012678288,0.117647059,0,0.882352941,0,0.025,0.975,0.632075472,0.367924528,0.098039216,0.235294118,0.62745098,0,0,0.176470588,6.375
Ele-Txt-Everest-ele,3.59,1.32,2.74,4.1,5.23,0.9,0.06,0.04,0.73,0.02,0,0.17,0.76,0.05,0.25,5.21,17.71,3.16,5.47,0.38,1.45,0.26,0.4,0.35,2.26,2.12,4.45,2.38,0.3,0.13,0.08,8.73,0.21,0.48,0.08,0.05,0.04,0.11,0.41,0.63,0.02,0.3,0.05,0.11,0.06,0.07,0.19,0.04,0.02,0.02,0.01,0.02,0.04,0.01,152.44,1.55,0.26,1.88,1.1,0.17,0.22,0.12,0.26,0.15,11.14,6.5,0.58,1.3,9.88,16.71,1.5,0,1.79,4.52,2.01,1.69,0,0.4,42,48.88,2.57,2.25,3.35,0.23,7.81,9.17,9.47,18.75,83.53,5.43,38.77,9.57,4.57,1.27,0,0,5.92,0.86,7.87,7.52,11.13,0.42,49.54,702,0.97,0.33,0.64,0.14,0.11,0,0.07,0.173184358,0.738095238,0.044096728,0.738095238,0.044096728,0,0,0.904761905,0.054054054,0.106685633,0.196301565,0.236130868,0.041251778,0.031294452,0.049180328,0,0.950819672,0,0.027027027,0.972972973,0.62,0.38,0.060606061,0.454545455,0.393939394,0,0,0.287878788,3.666666667
Ele-Txt-Exercise-ele,4.12,0.88,2.74,4.38,5.34,0.55,0.03,0.06,0.95,0.34,0.02,0.31,1.3,0.08,0.12,7.09,13.48,3.51,7.2,0.6,1.13,0.3,0.6,0.25,2.22,2.05,4.35,2.29,0.19,0.13,0.1,7.8,0.23,0.47,0.08,0.06,0.03,0.09,0.44,0.61,0.02,0.29,0.06,0.12,0.09,0.03,0.17,0.05,0.03,0.01,0,0.03,0.02,0,121.77,1.33,0.24,1.72,1.08,0.22,0.15,0.09,0.28,0.17,10.32,6.45,0.62,1.19,9.32,16.81,1.62,0,1.87,4.44,2.03,1.37,0,0.53,43,48.72,2.6,2.21,3.11,0.09,7.62,9.14,10.95,18.13,75.15,6.49,36.12,10.91,4.57,1.37,0,0.08,6.04,0.86,7.6,8.19,10.74,0.39,47.26,723,1.23,0.62,0.6,0.23,0.13,0.2,0.04,0.232954545,0.953488372,0.056629834,0.953488372,0.056629834,0,0,0.558139535,0.033149171,0.140883978,0.145027624,0.189226519,0.055248619,0.037292818,0.129032258,0.032258065,0.838709677,0.029411765,0,0.970588235,0.64893617,0.35106383,0.125,0.363636364,0.363636364,0.034090909,0,0.215909091,4
Ele-Txt-Facebook deserted by millions of users-ele,3.69,1.48,2.56,4.06,5.47,0.96,0.05,0.02,0.42,0.19,0.01,0.1,0.61,0.03,0.37,6,16.3,5.5,6.19,0.61,1.53,0.61,0.61,0.31,2.15,1.96,4.27,2.25,0.13,0.13,0.08,7.17,0.22,0.53,0.09,0.05,0.03,0.09,0.37,0.68,0,0.36,0.02,0.13,0.04,0.13,0.16,0.02,0.02,0.01,0.02,0.02,0.04,0,103.04,1.58,0.23,2.21,1.37,0.15,0.19,0.12,0.24,0.15,12.7,7.89,0.62,1.12,9.73,20.03,1.57,0,1.95,4.46,2.03,2.03,0,0.38,26,56.96,2.53,2.44,2.84,0.07,9.27,10.33,12.29,17.89,67.28,8.02,44.34,11.87,4.74,1.44,0,0,6.04,0.87,7.31,8.17,10.33,0.45,49.41,521,1.11,0.42,0.69,0.07,0.15,0.11,0.07,0.074324324,0.423076923,0.021072797,0.423076923,0.021072797,0,0,0.961538462,0.04789272,0.289272031,0.19348659,0.231800766,0.04789272,0.034482759,0.027027027,0,0.972972973,0.052631579,0.052631579,0.894736842,0.666666667,0.333333333,0.22,0.7,0.18,0,0,0.52,2.777777778
Ele-Txt-False memory-ele,4.4,1.09,2.58,4.13,5.39,1.32,0.07,0.05,0.91,0.26,0.01,0.25,1.17,0.06,0.1,10.05,26.17,5.64,10.08,0.73,2,0.5,0.73,0.21,2.31,2.01,4.46,2.33,0.35,0.18,0.07,7.36,0.26,0.46,0.11,0.04,0.01,0.12,0.43,0.61,0.02,0.28,0.05,0.14,0.08,0.02,0.16,0.04,0.04,0,0.01,0.03,0.01,0,108.47,1.35,0.23,2.62,1.92,0.34,0.14,0.1,0.44,0.32,10.5,7.72,0.73,1.4,10.61,18.85,1.79,0.05,1.81,5.02,2.03,1.88,0,0.79,34,55.29,2.44,2.19,3.44,0.47,8.67,9.46,12.74,17.76,81.39,6.11,36.03,12.21,4.59,1.27,0,0.01,6.23,0.85,6.92,7.32,9.79,0.38,43.98,641,0.97,0.47,0.5,0.08,0.11,0.05,0.2,0.196202532,0.911764706,0.048286604,0.911764706,0.048286604,0,0,1.323529412,0.070093458,0.051401869,0.180685358,0.238317757,0.062305296,0.040498442,0.111111111,0.037037037,0.851851852,0.074074074,0.148148148,0.777777778,0.670731707,0.329268293,0.168539326,0.415730337,0.314606742,0.011235955,0,0.056179775,4.45
Ele-Txt-Ferguson-ele,4.12,0.73,3.06,4.24,5.13,1.15,0.06,0.08,1.44,0.52,0.03,0.45,1.97,0.11,0.26,11.13,18.63,3.47,11.42,0.63,1.02,0.15,0.63,0.21,2.56,2.32,4.82,2.62,0.26,0.14,0.08,9.26,0.23,0.46,0.08,0.04,0.03,0.11,0.45,0.59,0.01,0.27,0.09,0.1,0.12,0.07,0.17,0.04,0.03,0,0.02,0.03,0.03,0,171.5,1.75,0.27,2.23,1.36,0.23,0.23,0.14,0.31,0.19,11.12,6.8,0.61,1.29,10.68,18.44,1.65,0,1.85,4.84,2,1.73,0,0.52,38,53.63,2.71,2.21,3.5,0.13,6.73,7.25,11,18.35,89.69,4.85,33.08,10.82,4.22,1.18,0,0,7.1,0.84,6.83,7.37,9.66,0.36,42.62,701,1.26,0.26,1,0,0.21,0.02,0.02,0.333333333,1.447368421,0.078347578,1.447368421,0.078347578,0,0,1.157894737,0.062678063,0.11965812,0.198005698,0.266381766,0.052706553,0.028490028,0.118644068,0,0.881355932,0.034482759,0,0.965517241,0.659340659,0.340659341,0.089108911,0.297029703,0.485148515,0,0,0.118811881,7.769230769
Ele-Txt-Fitness-ele,4.09,0.73,2.98,3.77,4.75,0.97,0.06,0.08,1.21,0.23,0.01,0.39,1.45,0.1,0.15,7.52,14.54,2.4,7.59,0.57,0.95,0.19,0.59,0.16,2.58,2.32,4.46,2.54,0.25,0.13,0.11,9.76,0.24,0.42,0.08,0.07,0.02,0.12,0.44,0.62,0,0.26,0.08,0.09,0.11,0.04,0.2,0.02,0.04,0.02,0.01,0.02,0.06,0.01,190.73,1.61,0.32,1.46,1.02,0.28,0.09,0.06,0.39,0.27,9.07,6.38,0.7,1.26,9.47,16.42,1.8,0,1.71,4.61,2.04,1.11,0,0.76,42,48.71,2.57,2.29,3.26,0.33,5.66,6.95,8.41,19.01,98.56,3.1,29.3,8.7,4.21,1.1,0,0.04,7.33,0.87,8.23,7.01,11.64,0.44,52.54,690,1.02,0.54,0.47,0.16,0.14,0.04,0.19,0.333333333,1.214285714,0.073806078,1.214285714,0.073806078,0,0,0.976190476,0.059334298,0.102749638,0.146164978,0.214182344,0.056439942,0.027496382,0.130434783,0.014492754,0.855072464,0.025,0,0.975,0.638888889,0.361111111,0.104651163,0.290697674,0.523255814,0,0,0.139534884,8.6
Ele-Txt-Food shortages-ele,3.88,1.57,2.57,4.07,5.22,1.09,0.05,0.01,0.23,0.04,0,0.04,0.28,0.01,0.21,5.33,19.09,4.52,5.52,0.61,2.38,0.47,0.61,0.35,2.41,2.26,4.39,2.45,0.4,0.13,0.06,6.35,0.19,0.53,0.09,0.04,0.03,0.09,0.33,0.7,0.02,0.37,0.01,0.13,0.01,0.07,0.19,0.06,0.01,0.02,0.02,0.04,0.01,0,80.89,1.32,0.23,2.34,1.5,0.16,0.23,0.15,0.23,0.15,12.18,7.84,0.64,1.47,11.19,22.04,1.8,0,2,5.09,2.02,2.28,0,0.47,21,63.09,2.8,2.21,4.14,0.09,10.55,10.61,11.94,18.39,72.1,7.96,38.79,11.3,4.75,1.36,0,0.04,5.37,0.87,7.03,7.97,9.94,0.46,48.81,463,0.95,0.28,0.66,0.09,0.09,0.09,0,0.036231884,0.238095238,0.010775862,0.238095238,0.010775862,0,0,1.095238095,0.049568966,0.150862069,0.165948276,0.209051724,0.040948276,0.030172414,0,0.03125,0.96875,0.111111111,0.055555556,0.833333333,0.634615385,0.365384615,0.157894737,0.473684211,0.263157895,0,0,0.315789474,2.714285714
Ele-Txt-Gangs-ele,3.92,1.48,3.05,3.8,5.23,0.66,0.05,0.07,1.01,0.25,0.01,0.39,1.27,0.09,0.06,8.29,21.54,3.23,8.41,0.56,1.13,0.21,0.56,0.3,2.27,2.19,4.53,2.47,0.32,0.12,0.08,11.18,0.21,0.42,0.08,0.05,0.03,0.1,0.42,0.62,0,0.26,0.08,0.11,0.11,0.01,0.22,0.02,0.06,0.02,0.02,0.03,0.05,0.01,250.25,1.82,0.34,1.3,0.84,0.27,0.11,0.07,0.38,0.24,8.65,5.59,0.64,1.17,9.25,14.58,1.68,0,1.68,3.96,1.98,1.09,0,0.68,51,43.39,2.6,2.14,3.05,0.35,5.29,7.31,8.34,18.76,93.06,3.42,28.76,8.95,4.32,1.19,0,0.03,7.09,0.85,7.54,7.39,10.66,0.39,46.57,744,1.05,0.64,0.41,0.11,0.13,0.11,0.27,0.313253012,1.019607843,0.069798658,1.019607843,0.069798658,0,0,0.666666667,0.045637584,0.063087248,0.166442953,0.217449664,0.04966443,0.030872483,0.0875,0.0125,0.9,0.046511628,0.023255814,0.930232558,0.653225806,0.346774194,0.18556701,0.164948454,0.484536082,0,0,0.020618557,4.619047619
Ele-Txt-Gorillas and oil-ele,3.68,1.9,2.95,4.47,5.38,1.2,0.07,0.01,0.32,0.04,0,0.06,0.36,0.02,0.28,4.92,13.04,4.59,4.92,0.4,1.6,0.4,0.4,0.65,2.39,2.36,4.74,2.64,0.17,0.11,0.04,5.34,0.16,0.59,0.07,0.02,0.04,0.1,0.38,0.64,0.03,0.38,0.02,0.14,0.02,0.1,0.15,0.05,0.02,0.01,0,0.01,0.03,0,57.18,1.24,0.18,1.35,1.04,0.24,0.18,0.14,0.31,0.24,9.31,7.2,0.77,1.35,9.88,17.88,1.92,0,2.1,4.24,2.02,1.68,0,0.68,25,50.96,2.48,2.16,3.36,0.04,8.23,9.45,12.39,17.73,77.34,6.41,38.04,11.97,4.61,1.34,0,0.07,7.04,0.86,6.65,7.08,9.41,0.44,46.01,447,1.28,0.48,0.8,0.16,0.2,0.08,0.04,0.054794521,0.32,0.017857143,0.32,0.017857143,0,0,1.2,0.066964286,0.122767857,0.169642857,0.203125,0.033482143,0.024553571,0.069767442,0,0.930232558,0,0,1,0.6875,0.3125,0.21875,0.59375,0.21875,0,0,0.25,3.555555556
Ele-Txt-Greeks and drugs-ele,3.9,1.15,2.95,4.39,5.59,0.83,0.05,0.06,1,0.06,0,0.24,1.06,0.06,0.2,6.03,15.6,2.43,6.16,0.5,1.16,0.13,0.5,0.29,2.24,2.03,4.47,2.27,0.26,0.15,0.05,9.08,0.21,0.45,0.1,0.03,0.05,0.1,0.39,0.64,0.01,0.29,0.06,0.1,0.08,0.06,0.21,0.04,0.01,0.01,0.02,0.03,0.07,0,165.02,1.85,0.31,1.98,1.55,0.31,0.19,0.15,0.35,0.27,8.51,6.68,0.78,1.39,10.53,17.6,2.06,0,1.66,4.86,2.07,1.33,0,0.76,30,52.26,2.63,2.04,3.66,0.26,7.25,8.57,9.93,18.55,77.49,6.22,32.52,10.04,4.47,1.34,0,0.16,8.19,0.86,6.95,7.1,9.83,0.42,46.31,528,1.26,0.53,0.73,0.13,0.26,0.1,0.03,0.230769231,1,0.056710775,1,0.056710775,0,0,0.833333333,0.047258979,0.079395085,0.15879017,0.209829868,0.047258979,0.028355388,0.109090909,0.036363636,0.854545455,0,0.045454545,0.954545455,0.726027397,0.273972603,0.12,0.36,0.5,0,0,0.16,3.571428571
Ele-Txt-Hillsborough-ele,3.97,0.99,2.66,4.15,5.28,2.07,0.12,0.03,0.57,0.15,0,0.13,0.73,0.04,0.23,7.76,23.02,6.55,7.76,0.57,1.73,0.47,0.57,0.26,2.03,2,4.33,2.21,0.31,0.08,0.07,10.58,0.16,0.53,0.05,0.04,0.03,0.16,0.43,0.61,0,0.33,0.03,0.13,0.04,0.07,0.18,0.03,0.11,0,0.01,0,0,0,224.01,2.01,0.29,1.29,1.01,0.36,0.19,0.15,0.41,0.32,9.28,7.24,0.78,1.32,10.31,19.05,2.05,0,1.98,4.92,2,1.55,0,0.89,38,54.68,2.63,2.31,3.47,0.18,9.13,10.06,11.86,18.08,87.56,5.24,39.32,11.52,4.69,1.2,0,0,6.1,0.84,6.88,6.74,9.73,0.36,42.65,724,1.28,0.44,0.84,0.15,0.07,0.13,0.07,0.107843137,0.578947368,0.030344828,0.578947368,0.030344828,0,0,2.078947368,0.108965517,0.107586207,0.202758621,0.274482759,0.059310345,0.046896552,0.132352941,0,0.867647059,0.03030303,0.03030303,0.939393939,0.68,0.32,0.27173913,0.510869565,0.195652174,0,0,0.108695652,4
Ele-Txt-Insects-ele,3.49,1.34,2.59,4.23,5.22,0.88,0.04,0.03,0.55,0.14,0,0.12,0.7,0.03,0.13,4.76,17.44,3.73,5.08,0.5,1.64,0.35,0.5,0.26,2.46,2.28,4.5,2.51,0.33,0.13,0.06,7.7,0.2,0.54,0.08,0.04,0.05,0.1,0.4,0.64,0.02,0.34,0.03,0.12,0.04,0.04,0.16,0.04,0,0.01,0,0.05,0.02,0,118.58,1.54,0.21,2.71,1.86,0.21,0.35,0.24,0.31,0.21,11.84,8.13,0.68,1.34,10.05,19.85,1.67,0,1.86,5.23,2.01,1.94,0,0.52,34,56.67,2.44,2.41,3.29,0.11,8.73,9.03,11.08,18.52,75.14,7.22,37.02,10.7,4.5,1.34,0,0,5.48,0.87,8.13,7.39,11.5,0.44,52.12,675,1.32,0.47,0.85,0.14,0.26,0.05,0,0.097938144,0.558823529,0.028106509,0.558823529,0.028106509,0,0,0.882352941,0.044378698,0.094674556,0.162721893,0.210059172,0.039940828,0.026627219,0.04,0.02,0.94,0.051282051,0.076923077,0.871794872,0.549450549,0.450549451,0.205882353,0.352941176,0.294117647,0.029411765,0,0.147058824,2.428571429
Ele-Txt-Japan menu-ele,3.45,1.64,2.51,3.93,5.52,1.14,0.05,0.03,0.71,0.28,0.01,0.15,1,0.05,0.18,4.14,10.09,2.95,4.19,0.52,0.8,0.23,0.52,0.35,1.97,2.03,4.04,2.23,0.22,0.14,0.04,6.99,0.19,0.52,0.09,0.03,0.03,0.08,0.34,0.68,0,0.35,0.03,0.13,0.05,0.06,0.19,0.02,0.08,0.01,0.03,0,0.01,0,97.78,1.32,0.27,2.31,1.61,0.39,0.22,0.15,0.45,0.31,10.47,7.31,0.69,1.31,11.42,21.95,2.09,0,1.91,5.47,2.02,2.28,0,0.9,21,63.38,3,2.19,3.95,0.28,12.19,12.01,15.01,17.42,60.21,9.91,45.16,13.81,4.97,1.48,0,0.06,5.57,0.89,7.9,7.71,11.17,0.52,57.63,461,1.76,0.47,1.28,0.04,0.19,0.14,0.09,0.106382979,0.714285714,0.032467532,0.666666667,0.03030303,0,0,1.142857143,0.051948052,0.097402597,0.121212121,0.158008658,0.03030303,0.017316017,0.051282051,0.051282051,0.897435897,0.111111111,0.055555556,0.833333333,0.677966102,0.322033898,0.184210526,0.315789474,0.368421053,0,0.026315789,0.052631579,3.8
Ele-Txt-Japan-ele,4.06,0.99,2.68,4.28,5.16,0.56,0.04,0.09,1.2,0.24,0.01,0.43,1.44,0.1,0.3,5.8,15.74,1.84,5.86,0.44,0.78,0.2,0.44,0.2,2.59,2.31,4.72,2.54,0.23,0.1,0.07,9.28,0.18,0.45,0.06,0.04,0.05,0.09,0.45,0.59,0.02,0.26,0.09,0.1,0.12,0.08,0.21,0.06,0.03,0,0.02,0.03,0.04,0,172.51,1.48,0.31,1.25,0.79,0.2,0.27,0.17,0.3,0.19,9.4,5.95,0.63,1.32,9.76,15.24,1.62,0,1.54,4.22,2,1.22,0,0.54,50,45.18,2.56,2.14,3.4,0.2,5.81,7.71,10.25,18.14,82.47,5.04,31.06,10.44,4.37,1.31,0,0.03,6.96,0.85,7.6,6.65,10.75,0.38,46.73,762,1.08,0.44,0.64,0.1,0.14,0.12,0.08,0.361445783,1.2,0.078636959,1.18,0.077326343,0,0,0.56,0.036697248,0.091743119,0.191349934,0.234600262,0.03931848,0.024901704,0.04,0,0.96,0.046511628,0.069767442,0.88372093,0.63559322,0.36440678,0.15625,0.229166667,0.53125,0,0.010416667,0.15625,5.052631579
